category1,category2,product,price
電腦零組件,高興電競主機,【促銷】ASUS USB-N10 NANO B1 USB無線網卡+ASUS RT-AC1200 V2 雙頻無線分享器,"$1,609"
電腦零組件,高興電競主機,【許願價】Core i7-9700F+華碩 TUF H370-PRO GAMING (WI-FI)+威剛 ADATA XPG SX8200 PRO 1TB+MONTECH君主 Air 900 MESH BLACK 玻璃透側機殼,"$19,025"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★MSI Optix MAG241CP 23.6吋VA曲面電競螢幕/1920x1080/144Hz/1ms/1500R/AMD Freesync/sRGB 115%/DP/HDMIx2-->原價$7280,"$6,299"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★MSI Optix MAG271CP 27吋VA曲面電競螢幕/1920x1080/144Hz/1ms/AMD Freesync/sRGB 115%/DP/HDMIx2/usb/升降/壁掛/快速操控五向鍵-->原價$7999,"$7,199"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★MSI Optix MAG271R 27吋VA電競螢幕/1920x1080/165Hz/1ms/AMD Freesync/sRGB 118%/DP/HDMIx2/usb/升降/壁掛/快速操控五向鍵-->原價$7999,"$5,799"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★ASUS VP228HE 21.5吋TN螢幕/1920x1080/1ms/濾藍光/不閃屏/D-Sub/HDMI/喇叭/壁掛-->原價$3990,"$2,700"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★ASUS VZ229HE 21.5吋IPS螢幕/1920x1080/低藍光/不閃屏/無邊框/D-Sub/HDMI-->原價$3490,"$2,780"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★ASUS VA24EHE 23.8吋IPS電競螢幕/1920x1080/無邊框/低藍光/不閃屏/D-sub/HDMI/75Hz/支援FreeSync-->原價$3990,"$3,120"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★ASUS VZ249HE 23.8吋IPS螢幕/1920x1080/低藍光/不閃屏/無邊框/D-Sub/HDMI-->原價$4590,"$3,620"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★ASUS VA27EHE 27吋IPS電競螢幕/1920x1080/無邊框/低藍光/不閃屏/D-sub/HDMI/75Hz/支援FreeSync-->原價$5390,"$3,850"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 9 3900X+華碩 TUF-GAMING-X570-PLUS/WIFI+CM(酷碼) V750 Gold 750W 全模組 80+金+be quiet Pure base 600 window 透側機殼,"$26,525"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 9 3900X+技嘉 X570 GAMING X+海盜船 RM750X 80+金+視博通SA3406(B) 霓光使者 ATX機殼,"$24,103"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 9 3900X+技嘉 X570 GAMING X+振華 Leadex Gold 850W全模金牌+視博通SA3406(B) 霓光使者 ATX機殼,"$23,553"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 9 3900X+技嘉 X570 GAMING X+技嘉 GP-G750H 750W 80+金+視博通SA3406(B) 霓光使者 ATX機殼,"$22,887"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 9 3900X+技嘉 X570 GAMING X+海盜船 RM750X 80+金+be quiet Pure base 600 window 透側機殼,"$25,416"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 9 3900X+技嘉 X570 GAMING X+振華 Leadex Gold 850W全模金牌+be quiet Pure base 600 window 透側機殼,"$24,866"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 9 3900X+技嘉 X570 GAMING X+技嘉 GP-G750H 750W 80+金+be quiet Pure base 600 window 透側機殼,"$24,200"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 9 3950X+華碩 ROG CROSSHAIR VIII HERO(WIFI)+振華 Leadex Gold 850W全模金牌+瑞典Fractal Design Meshify C-TG 玻璃側透機殼(黑),"$42,369"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 9 3950X+技嘉 X570 AORUS ELITE WIFI+技嘉 GP-G750H 750W 80+金+海盜船Corsair Carbide Series 275Q機殼(靜音黑),"$34,644"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 9 3950X+技嘉 X570 AORUS ELITE WIFI+海盜船 RM850X 80+金+海盜船Corsair Carbide Series 275Q機殼(靜音黑),"$36,450"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 3 2200G+華碩 TUF B450M-PRO GAMING+全漢 聖武士 350W銅牌+德隆(YAMA) 格里芬 ATX機殼,"$6,500"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 3 2200G+華碩 TUF B450M-PRO GAMING+MONTECH君主 BETA 450W 80+銅+德隆(YAMA) 格里芬 ATX機殼,"$6,495"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 3 2200G+華碩 TUF B450M-PRO GAMING+全漢 聖武士 350W銅牌+德隆(Montech) 雙龍 V2 ATX機殼,"$6,667"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 3 2200G+華碩 TUF B450M-PRO GAMING+MONTECH君主 BETA 450W 80+銅+德隆(Montech) 雙龍 V2 ATX機殼,"$6,662"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+華碩 TUF B450M-PRO GAMING+艾維克 EVGA 600 GD 80+金+德隆(Montech) 雙龍 V2 ATX機殼,"$9,631"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+華碩 TUF B450M-PRO GAMING+be quiet! SYSTEM POWER 9 500W 80+銅+全漢 CMT 聖俠士透側電競機殼,"$9,558"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+華碩 TUF B450M-PRO GAMING+振華 Leadex Gold 650W全模金牌+全漢 CMT 聖俠士透側電競機殼,"$10,360"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+華碩 TUF B450M-PRO GAMING+艾維克 EVGA 600 GD 80+金+全漢 CMT 聖俠士透側電競機殼,"$9,941"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+華碩 TUF B450-PRO GAMING+ENHANCE 益衡WS 600W 80+銅+松聖Mavoly 8862手榴彈 白光全景透側機殼,"$9,315"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+華碩 TUF B450-PRO GAMING+艾維克 EVGA 600 GD 80+金+松聖Mavoly 8862手榴彈 白光全景透側機殼,"$9,966"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+華碩 TUF B450-PRO GAMING+be quiet! PURE POWER 11 600W 80+金+松聖Mavoly 8862手榴彈 白光全景透側機殼,"$10,423"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+華碩 TUF B450-PRO GAMING+ENHANCE 益衡WS 600W 80+銅+MONTECH君主 Air 900 BLACK 玻璃透側機殼,"$9,663"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+華碩 TUF B450-PRO GAMING+艾維克 EVGA 600 GD 80+金+MONTECH君主 Air 900 BLACK 玻璃透側機殼,"$10,314"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+華碩 TUF B450-PRO GAMING+be quiet! PURE POWER 11 600W 80+金+MONTECH君主 Air 900 BLACK 玻璃透側機殼,"$10,771"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+華碩 STRIX B450-F GAMING+be quiet! PURE POWER 11 600W 80+金+松聖Mavoly 8862手榴彈 白光全景透側機殼,"$10,748"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+華碩 STRIX B450-F GAMING+CM(酷碼)MWE GOLD GOLD 650W 全模組 80+金+松聖Mavoly 8862手榴彈 白光全景透側機殼,"$11,080"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+華碩 STRIX B450-F GAMING+ENHANCE 益衡WS 600W 80+銅+視博通SA3406(B) 霓光使者 ATX機殼,"$10,292"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+華碩 STRIX B450-F GAMING+be quiet! PURE POWER 11 600W 80+金+視博通SA3406(B) 霓光使者 ATX機殼,"$11,400"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+華碩 STRIX B450-F GAMING+CM(酷碼)MWE GOLD GOLD 650W 全模組 80+金+視博通SA3406(B) 霓光使者 ATX機殼,"$11,732"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+技嘉 B450M GAMING+海韻 Focus GX-550 80+全模金牌+MONTECH君主 Air 900 BLACK 玻璃透側機殼,"$9,638"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+技嘉 X570 UD+艾維克 EVGA 600 GD 80+金+德隆(Montech) 破壞俠 ATX機殼,"$10,532"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+技嘉 X570 UD+振華 Leadex Gold 650W全模金牌+視博通SA3406(B) 霓光使者 ATX機殼,"$11,602"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+技嘉 X570 UD+艾維克 EVGA 600 GD 80+金+視博通SA3406(B) 霓光使者 ATX機殼,"$11,183"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+華碩 TUF B450M-PRO GAMING+振華 Leadex Gold 650W全模金牌+德隆(Montech) 雙龍 V2 ATX機殼,"$11,620"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+華碩 TUF B450M-PRO GAMING+振華 Leadex Gold 650W全模金牌+視博通SA3406(B) 霓光使者 ATX機殼,"$12,282"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+華碩 TUF B450-PRO GAMING+CM(酷碼)MWE GOLD GOLD 650W 全模組 80+金+松聖Mavoly 8862手榴彈 白光全景透側機殼,"$12,325"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+華碩 TUF B450-PRO GAMING+CM(酷碼)MWE GOLD GOLD 650W 全模組 80+金+MONTECH君主 Air 900 MESH BLACK 玻璃透側機殼,"$12,883"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+華碩 STRIX B450-F GAMING+CM(酷碼) V650 Gold 650W 全模組 80+金+MONTECH君主 雙子座 ATX機殼,"$13,125"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+華碩 STRIX B450-F GAMING+be quiet! PURE POWER 11 600W 80+金+MONTECH君主 雙子座 ATX機殼,"$12,393"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+華碩 STRIX B450-F GAMING+ENHANCE 益衡WS 600W 80+銅+MONTECH君主 雙子座 ATX機殼,"$11,285"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+華碩 STRIX B450-F GAMING+CM(酷碼) V650 Gold 650W 全模組 80+金+視博通SA3406(B) 霓光使者 ATX機殼,"$13,702"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+華碩 STRIX B450-F GAMING+be quiet! PURE POWER 11 600W 80+金+視博通SA3406(B) 霓光使者 ATX機殼,"$12,970"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+華碩 STRIX B450-F GAMING+ENHANCE 益衡WS 600W 80+銅+視博通SA3406(B) 霓光使者 ATX機殼,"$11,862"
電腦零組件,高興電競主機,【許願價】Core i7-9700KF+技嘉 Z390 AORUS ELITE+海盜船 RM750X 80+金+CM(酷碼) MasterBox TD500 Mesh 白色,"$20,889"
電腦零組件,高興電競主機,【許願價】AMD Ryzen 5 3500X+技嘉 B450M GAMING+全漢 HGD550 黑爵士D 80+金+視博通SA3406(B) 霓光使者 ATX機殼,"$9,482"
電腦零組件,高興電競主機,【許願價】AMD Ryzen 5 3600X+華碩 TUF-GAMING-X570-PLUS/WIFI+振華 Leadex Gold 650W全模金牌+MONTECH君主 Air 900 MESH BLACK 玻璃透側機殼,"$15,198"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★【23型】BENQ GW2381 IPS液晶顯示器(1920X1200/不閃屏、低藍光/VGA/HDMI/DP/內建喇叭-->原價$4980,"$2,870"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★【22型】BENQ GW2280 液晶顯示器VA/D-sub/HDMI*2/內建喇叭/一年無亮點保固-->原價$3590,"$2,739"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★【24型】BENQ GW2480 PLUS 液晶顯示器IPS/D-sub/HDMI/DP-->原價$4590,"$3,888"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★【27型】BENQ GW2780 PLUS IPS顯示器IPS/D-sub/HDMI/DP/不閃屏+光智慧-->原價$9488,"$4,769"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★【24型】BENQ EW2480 HDR液晶顯示器(IPS/5ms/HDMI*3/FreeSync/HDR/內建喇叭2Wx2/光智慧類瞳孔技術-->原價$6990,"$5,369"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★【27型】BENQ EW2780 HDR液晶顯示器(IPS/5ms/HDMI*3/FreeSync/HDR/內建喇叭2Wx2/光智慧類瞳孔技術-->原價$8990,"$7,766"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+微星 B450M PRO-VDH MAX+振華 Leadex Gold 650W全模金牌+MONTECH君主 Air 900 BLACK 玻璃透側機殼,"$9,513"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 2600X+微星 X470 GAMING PLUS MAX+ENHANCE 益衡WS 600W 80+銅+MONTECH君主 雙子座 ATX機殼,"$9,375"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 2600X+微星 X470 GAMING PLUS MAX+be quiet! PURE POWER 11 600W 80+金+MONTECH君主 雙子座 ATX機殼,"$10,483"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 2600X+微星 X470 GAMING PLUS MAX+CM(酷碼)MWE GOLD GOLD 650W 全模組 80+金+MONTECH君主 雙子座 ATX機殼,"$10,815"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 2600X+微星 X470 GAMING PLUS MAX+ENHANCE 益衡WS 600W 80+銅+視博通SA3406(B) 霓光使者 ATX機殼,"$9,952"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 2600X+微星 X470 GAMING PLUS MAX+be quiet! PURE POWER 11 600W 80+金+視博通SA3406(B) 霓光使者 ATX機殼,"$11,060"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 2600X+微星 X470 GAMING PLUS MAX+CM(酷碼)MWE GOLD GOLD 650W 全模組 80+金+視博通SA3406(B) 霓光使者 ATX機殼,"$11,392"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 2600X+華碩 TUF B450M-PRO GAMING+ENHANCE 益衡WS 600W 80+銅+德隆(Montech) 雙龍 V2 ATX機殼,"$9,030"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 2600X+華碩 TUF B450M-PRO GAMING+ENHANCE 益衡WS 600W 80+銅+MONTECH君主 Air 900 MESH BLACK 玻璃透側機殼,"$9,598"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 2600X+華碩 TUF B450-PRO GAMING+ENHANCE 益衡WS 600W 80+銅+松聖Mavoly 8862手榴彈 白光全景透側機殼,"$9,365"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 2600X+華碩 TUF B450-PRO GAMING+be quiet! PURE POWER 11 600W 80+金+視博通SA3406(B) 霓光使者 ATX機殼,"$11,125"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 2600X+華碩 TUF B450-PRO GAMING+ENHANCE 益衡WS 600W 80+銅+視博通SA3406(B) 霓光使者 ATX機殼,"$10,017"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 2600X+華碩 STRIX B450-F GAMING+CM(酷碼)MWE GOLD GOLD 650W 全模組 80+金+松聖Mavoly 8862手榴彈 白光全景透側機殼,"$11,130"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 2600X+華碩 STRIX B450-F GAMING+ENHANCE 益衡WS 600W 80+銅+MONTECH君主 Air 900 MESH BLACK 玻璃透側機殼,"$10,248"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 2600X+華碩 STRIX B450-F GAMING+be quiet! PURE POWER 11 600W 80+金+MONTECH君主 Air 900 MESH BLACK 玻璃透側機殼,"$11,356"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 2600X+華碩 STRIX B450-F GAMING+CM(酷碼)MWE GOLD GOLD 650W 全模組 80+金+MONTECH君主 Air 900 MESH BLACK 玻璃透側機殼,"$11,688"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+微星 X470 GAMING PLUS MAX+ENHANCE 益衡WS 600W 80+銅+MONTECH君主 雙子座 ATX機殼,"$9,325"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+微星 X470 GAMING PLUS MAX+be quiet! PURE POWER 11 600W 80+金+MONTECH君主 雙子座 ATX機殼,"$10,433"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+微星 X470 GAMING PLUS MAX+CM(酷碼) V650 Gold 650W 全模組 80+金+MONTECH君主 雙子座 ATX機殼,"$11,165"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+微星 X470 GAMING PLUS MAX+ENHANCE 益衡WS 600W 80+銅+視博通SA3406(B) 霓光使者 ATX機殼,"$9,902"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+微星 X470 GAMING PLUS MAX+be quiet! PURE POWER 11 600W 80+金+視博通SA3406(B) 霓光使者 ATX機殼,"$11,010"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3500X+微星 X470 GAMING PLUS MAX+CM(酷碼) V650 Gold 650W 全模組 80+金+視博通SA3406(B) 霓光使者 ATX機殼,"$11,742"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+微星 X470 GAMING PLUS MAX+振華 Leadex Gold 650W全模金牌+德隆(Montech) 雙龍 V2 ATX機殼,"$11,880"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+微星 X470 GAMING PLUS MAX+艾維克 EVGA 600 GD 80+金+德隆(Montech) 雙龍 V2 ATX機殼,"$11,461"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+微星 X470 GAMING PLUS MAX+CM(酷碼) V650 Gold 650W 全模組 80+金+德隆(Montech) 雙龍 V2 ATX機殼,"$12,650"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+微星 X470 GAMING PLUS MAX+振華 Leadex Gold 650W全模金牌+微星 MSI MAG VAMPIRIC 010M 吸血鬼玻璃透側機殼,"$12,605"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+微星 X470 GAMING PLUS MAX+艾維克 EVGA 600 GD 80+金+微星 MSI MAG VAMPIRIC 010M 吸血鬼玻璃透側機殼,"$12,186"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600+微星 X470 GAMING PLUS MAX+CM(酷碼) V650 Gold 650W 全模組 80+金+微星 MSI MAG VAMPIRIC 010M 吸血鬼玻璃透側機殼,"$13,375"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600X+華碩 TUF B450-PRO GAMING+艾維克 EVGA 600 GD 80+金+松聖Mavoly 8862手榴彈 白光全景透側機殼,"$12,056"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600X+華碩 TUF B450-PRO GAMING+艾維克 EVGA 600 GD 80+金+MONTECH君主 Air 900 MESH BLACK 玻璃透側機殼,"$12,614"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600X+微星 X470 GAMING PLUS MAX+振華 Leadex Gold 650W全模金牌+CM(酷碼) MasterBox E501L電腦機殼,"$12,590"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600X+微星 X470 GAMING PLUS MAX+CM(酷碼) V650 Gold 650W 全模組 80+金+CM(酷碼) MasterBox E501L電腦機殼,"$13,380"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600X+微星 X470 GAMING PLUS MAX+ENHANCE 益衡WS 600W 80+銅+CM(酷碼) MasterBox E501L電腦機殼,"$11,540"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600X+微星 X470 GAMING PLUS MAX+振華 Leadex Gold 650W全模金牌+be quiet Pure base 500 電腦機殼(靜音黑),"$13,725"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600X+微星 X470 GAMING PLUS MAX+CM(酷碼) V650 Gold 650W 全模組 80+金+be quiet Pure base 500 電腦機殼(靜音黑),"$14,515"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 5 3600X+微星 X470 GAMING PLUS MAX+ENHANCE 益衡WS 600W 80+銅+be quiet Pure base 500 電腦機殼(靜音黑),"$12,675"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 7 3700X+微星 X470 GAMING PLUS MAX+CM(酷碼) V650 Gold 650W 全模組 80+金+MONTECH君主 雙子座 ATX機殼,"$17,465"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 7 3700X+微星 X470 GAMING PLUS MAX+台達 DPS-650AB-7C 80+銅+MONTECH君主 雙子座 ATX機殼,"$16,313"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 7 3700X+微星 X470 GAMING PLUS MAX+振華 Leadex Gold 650W全模金牌+MONTECH君主 雙子座 ATX機殼,"$16,695"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 7 3700X+微星 X470 GAMING PLUS MAX+CM(酷碼) V650 Gold 650W 全模組 80+金+海盜船Corsair Carbide Series 275Q機殼(靜音黑),"$18,730"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 7 3700X+微星 X470 GAMING PLUS MAX+台達 DPS-650AB-7C 80+銅+海盜船Corsair Carbide Series 275Q機殼(靜音黑),"$17,578"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 7 3700X+微星 X470 GAMING PLUS MAX+振華 Leadex Gold 650W全模金牌+海盜船Corsair Carbide Series 275Q機殼(靜音黑),"$17,960"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 7 3800X+微星 X470 GAMING PLUS MAX+CM(酷碼) V650 Gold 650W 全模組 80+金+be quiet Pure base 500 電腦機殼(靜音黑),"$19,395"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 7 3800X+微星 X470 GAMING PLUS MAX+振華 Leadex Gold 650W全模金牌+be quiet Pure base 500 電腦機殼(靜音黑),"$18,625"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 7 3800X+微星 X470 GAMING PLUS MAX+海盜船 RM750X 80+金+be quiet Pure base 500 電腦機殼(靜音黑),"$19,805"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 7 3800X+微星 X470 GAMING PLUS MAX+CM(酷碼) V650 Gold 650W 全模組 80+金+全漢 CMT 聖俠士透側電競機殼,"$18,360"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 7 3800X+微星 X470 GAMING PLUS MAX+振華 Leadex Gold 650W全模金牌牌+全漢 CMT 聖俠士透側電競機殼,"$17,590"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 7 3800X+微星 X470 GAMING PLUS MAX+海盜船 RM750X 80+金+全漢 CMT 聖俠士透側電競機殼,"$18,770"
電腦零組件,高興電競主機,【許願價】AMD Ryzen 3 2200G+華碩 TUF B450M-PRO GAMING+全漢 聖武士 350W銅牌+MONTECH君主 飛行者(黑),"$6,815"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★【23型】ASUS VC239H IPS螢幕/1920x1080/不閃屏/防眩光/低藍光/HDMI/DVI/D-Sub/喇叭/壁掛-->原價$4990,"$3,188"
電腦零組件,高興電競主機,★購買主機即享優惠加價購★【25型電競】ASUS VG255H TN電競螢幕/1920x1080/1ms/AMD FreeSync/不閃屏/低藍光/D-sub/HDMIx2/喇叭/升降/旋轉直立/壁掛-->原價$5990,"$4,690"
電腦零組件,高興電競主機,【許願價】AMD Ryzen 3 3200G+華碩 PRIME B450M-K+全漢 聖武士 350W銅牌+Mavoly 1807,"$6,560"
電腦零組件,高興電競主機,【許願價】AMD Ryzen 5 3500X+華碩 PRIME B450M-K+Micron Crucial DDR4-2666-16G+Crucial MX500 500G+微星 RX 580 ARMOR 8G OC+be quiet! SYSTEM POWER 9 500W 80+銅+德隆(YAMA) 格里芬 ATX機殼,"$17,500"
電腦零組件,高興電競主機,【許願價】AMD Ryzen 5 3600X+技嘉 X570 AORUS ELITE WIFI+振華 Leadex Gold 850W全模金牌+CM(酷碼) N400 網孔版,"$15,930"
電腦零組件,高興電競主機,【許願價】AMD Ryzen 5 3500X+微星 B450M PRO-VDH MAX+ENHANCE 益衡WS 600W 80+銅+松聖Mavoly 8862手榴彈 白光全景透側機殼,"$8,095"
電腦零組件,高興電競主機,【許願價】Windows 10 Home 家用中文彩盒版+華碩 DVD燒錄器 DRW-24D5MT/B,"$4,500"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 9 3900X+華碩 TUF-GAMING-X570-PLUS/WIFI+CM(酷碼) V750 Gold 750W 全模組 80+金+MONTECH君主 Air 900 MESH BLACK 玻璃透側機殼,"$25,118"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 7 3700X+華碩 ROG STRIX X570-F GAMING+海盜船 RM750X 80+金+CM(酷碼) MasterBox E501L電腦機殼,"$22,200"
電腦零組件,高興電競主機,【Power Of Ryzen電競主機】AMD Ryzen 7 3700X+華碩 ROG STRIX X570-F GAMING+海盜船 RM750X 80+金+ASUS TUF Gaming GT301 ARGB電競機殼,"$23,471"
電腦零組件,高興電競主機,【許願價】AMD Ryzen 7 3700X+技嘉 X570 AORUS ELITE WIFI+ADATA XPG SX8200 PRO 1TB+ANTEC HCG 750電源供應器,"$23,159"
電腦零組件,高興電競專機,ASUS USB-AC51 雙頻USB無線網卡/AC600/內建4.56dBi雙天線,$599
電腦零組件,高興電競專機,微軟Windows 10 Home 家用中文隨機版 64位元,"$3,990"
電腦零組件,高興電競專機,微軟 Windows 10 Home 家用中文隨機版 32位元,"$3,990"
電腦零組件,高興電競專機,微軟Windows 10 Pro 專業中文隨機版 64位元,"$4,790"
電腦零組件,高興電競專機,Windows 10 Pro 專業中文隨機版 32位元,"$4,790"
